O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
33-2022.00	1.C.4.b	Stress Tolerance	IM	4.47	21	0.1106	4.2424	4.7039	N	08/2019	Incumbent
33-2022.00	1.C.4.c	Adaptability/Flexibility	IM	4.18	21	0.1703	3.8227	4.5331	N	08/2019	Incumbent
33-2022.00	1.C.5.a	Dependability	IM	4.47	21	0.1210	4.2129	4.7178	N	08/2019	Incumbent
33-2022.00	1.C.5.b	Attention to Detail	IM	3.96	21	0.2068	3.5253	4.3880	N	08/2019	Incumbent
33-2022.00	1.C.5.c	Integrity	IM	4.40	21	0.1545	4.0734	4.7180	N	08/2019	Incumbent
33-2022.00	1.C.6	Independence	IM	4.33	21	0.2228	3.8645	4.7939	N	08/2019	Incumbent
33-2022.00	1.C.7.a	Innovation	IM	3.69	21	0.1925	3.2848	4.0879	N	08/2019	Incumbent
33-2022.00	1.C.7.b	Analytical Thinking	IM	3.76	21	0.1862	3.3698	4.1464	N	08/2019	Incumbent
33-3011.00	1.C.1.a	Achievement/Effort	IM	3.31	18	0.2437	2.7924	3.8209	N	08/2020	Incumbent
33-3011.00	1.C.1.b	Persistence	IM	3.56	19	0.1643	3.2117	3.9022	N	08/2020	Incumbent
33-3011.00	1.C.1.c	Initiative	IM	3.65	19	0.1401	3.3564	3.9450	N	08/2020	Incumbent
33-3011.00	1.C.2.b	Leadership	IM	3.12	19	0.3093	2.4709	3.7706	N	08/2020	Incumbent
33-3011.00	1.C.3.a	Cooperation	IM	4.12	20	0.1363	3.8312	4.4016	N	08/2020	Incumbent
33-3011.00	1.C.3.b	Concern for Others	IM	4.05	20	0.1549	3.7226	4.3710	N	08/2020	Incumbent
33-3011.00	1.C.3.c	Social Orientation	IM	3.86	20	0.2412	3.3512	4.3610	N	08/2020	Incumbent
33-3011.00	1.C.4.a	Self-Control	IM	4.46	20	0.2496	3.9367	4.9817	N	08/2020	Incumbent
33-3011.00	1.C.4.b	Stress Tolerance	IM	4.37	20	0.2630	3.8234	4.9244	N	08/2020	Incumbent
33-3011.00	1.C.4.c	Adaptability/Flexibility	IM	3.98	20	0.2071	3.5454	4.4123	N	08/2020	Incumbent
33-3011.00	1.C.5.a	Dependability	IM	4.45	20	0.2542	3.9175	4.9817	N	08/2020	Incumbent
33-3011.00	1.C.5.b	Attention to Detail	IM	4.03	20	0.2211	3.5651	4.4908	N	08/2020	Incumbent
33-3011.00	1.C.5.c	Integrity	IM	4.47	20	0.2537	3.9368	4.9988	N	08/2020	Incumbent
33-3011.00	1.C.6	Independence	IM	3.71	20	0.3374	3.0011	4.4133	N	08/2020	Incumbent
33-3011.00	1.C.7.a	Innovation	IM	2.88	20	0.2735	2.3115	3.4564	N	08/2020	Incumbent
33-3011.00	1.C.7.b	Analytical Thinking	IM	3.29	20	0.2267	2.8167	3.7658	N	08/2020	Incumbent
33-3012.00	1.C.1.a	Achievement/Effort	IM	3.74	25	0.2072	3.3148	4.1701	N	08/2023	Incumbent
33-3012.00	1.C.1.b	Persistence	IM	3.85	25	0.2030	3.4297	4.2677	N	08/2023	Incumbent
33-3012.00	1.C.1.c	Initiative	IM	4.08	25	0.1700	3.7255	4.4271	N	08/2023	Incumbent
33-3012.00	1.C.2.b	Leadership	IM	4.08	25	0.1914	3.6803	4.4704	N	08/2023	Incumbent
33-3012.00	1.C.3.a	Cooperation	IM	4.16	25	0.1760	3.7996	4.5263	N	08/2023	Incumbent
33-3012.00	1.C.3.b	Concern for Others	IM	4.10	25	0.1885	3.7117	4.4899	N	08/2023	Incumbent
33-3012.00	1.C.3.c	Social Orientation	IM	3.67	25	0.1701	3.3180	4.0201	N	08/2023	Incumbent
33-3012.00	1.C.4.a	Self-Control	IM	4.42	25	0.2160	3.9775	4.8691	N	08/2023	Incumbent
33-3012.00	1.C.4.b	Stress Tolerance	IM	4.22	25	0.1830	3.8428	4.5982	N	08/2023	Incumbent
33-3012.00	1.C.4.c	Adaptability/Flexibility	IM	4.17	25	0.1928	3.7700	4.5659	N	08/2023	Incumbent
33-3012.00	1.C.5.a	Dependability	IM	4.17	25	0.1760	3.8030	4.5293	N	08/2023	Incumbent
33-3012.00	1.C.5.b	Attention to Detail	IM	4.19	25	0.1859	3.8033	4.5706	N	08/2023	Incumbent
33-3012.00	1.C.5.c	Integrity	IM	4.31	25	0.1761	3.9486	4.6753	N	08/2023	Incumbent
33-3012.00	1.C.6	Independence	IM	3.71	25	0.2877	3.1149	4.3026	N	08/2023	Incumbent
33-3012.00	1.C.7.a	Innovation	IM	3.41	25	0.2383	2.9207	3.9042	N	08/2023	Incumbent
33-3012.00	1.C.7.b	Analytical Thinking	IM	3.68	25	0.2191	3.2287	4.1332	N	08/2023	Incumbent
33-3021.00	1.C.1.a	Achievement/Effort	IM	3.95	85	0.0995	3.7512	4.1468	N	08/2022	Incumbent
33-3021.00	1.C.1.b	Persistence	IM	4.32	85	0.0940	4.1356	4.5095	N	08/2022	Incumbent
33-3021.00	1.C.1.c	Initiative	IM	4.36	85	0.0768	4.2052	4.5105	N	08/2022	Incumbent
33-3021.00	1.C.2.b	Leadership	IM	4.28	85	0.1021	4.0782	4.4841	N	08/2022	Incumbent
33-3021.00	1.C.3.a	Cooperation	IM	4.30	85	0.0870	4.1280	4.4739	N	08/2022	Incumbent
33-3021.00	1.C.3.b	Concern for Others	IM	4.16	85	0.1044	3.9555	4.3708	N	08/2022	Incumbent
33-3021.00	1.C.3.c	Social Orientation	IM	3.77	84	0.1513	3.4676	4.0694	N	08/2022	Incumbent
33-3021.00	1.C.4.a	Self-Control	IM	4.67	85	0.0784	4.5176	4.8295	N	08/2022	Incumbent
33-3021.00	1.C.4.b	Stress Tolerance	IM	4.60	85	0.0918	4.4198	4.7847	N	08/2022	Incumbent
33-3021.00	1.C.4.c	Adaptability/Flexibility	IM	4.40	84	0.0793	4.2451	4.5604	N	08/2022	Incumbent
33-3021.00	1.C.5.a	Dependability	IM	4.64	85	0.0653	4.5142	4.7738	N	08/2022	Incumbent
33-3021.00	1.C.5.b	Attention to Detail	IM	4.54	85	0.0926	4.3543	4.7225	N	08/2022	Incumbent
33-3021.00	1.C.5.c	Integrity	IM	4.91	84	0.0547	4.8049	5.0000	N	08/2022	Incumbent
33-3021.00	1.C.6	Independence	IM	4.17	84	0.0987	3.9734	4.3660	N	08/2022	Incumbent
33-3021.00	1.C.7.a	Innovation	IM	3.60	84	0.1410	3.3156	3.8764	N	08/2022	Incumbent
33-3021.00	1.C.7.b	Analytical Thinking	IM	4.03	84	0.1320	3.7657	4.2906	N	08/2022	Incumbent
33-3021.02	1.C.1.a	Achievement/Effort	IM	4.19	22	0.1828	3.8060	4.5665	N	08/2025	Incumbent
33-3021.02	1.C.1.b	Persistence	IM	4.01	22	0.2351	3.5239	4.5019	N	08/2025	Incumbent
33-3021.02	1.C.1.c	Initiative	IM	4.27	22	0.1701	3.9139	4.6215	N	08/2025	Incumbent
33-3021.02	1.C.2.b	Leadership	IM	3.75	22	0.2322	3.2628	4.2288	N	08/2025	Incumbent
33-3021.02	1.C.3.a	Cooperation	IM	4.04	22	0.1797	3.6706	4.4182	N	08/2025	Incumbent
33-3021.02	1.C.3.b	Concern for Others	IM	3.36	21	0.2956	2.7446	3.9779	N	08/2025	Incumbent
33-3021.02	1.C.3.c	Social Orientation	IM	3.08	22	0.3276	2.3968	3.7595	N	08/2025	Incumbent
33-3021.02	1.C.4.a	Self-Control	IM	3.91	22	0.2172	3.4630	4.3663	N	08/2025	Incumbent
33-3021.02	1.C.4.b	Stress Tolerance	IM	4.34	22	0.1959	3.9341	4.7490	N	08/2025	Incumbent
33-3021.02	1.C.4.c	Adaptability/Flexibility	IM	3.79	22	0.2086	3.3529	4.2205	N	08/2025	Incumbent
33-3021.02	1.C.5.a	Dependability	IM	4.46	22	0.1579	4.1322	4.7889	N	08/2025	Incumbent
33-3021.02	1.C.5.b	Attention to Detail	IM	4.74	21	0.1865	4.3484	5.0000	N	08/2025	Incumbent
33-3021.02	1.C.5.c	Integrity	IM	4.72	22	0.1676	4.3677	5.0000	N	08/2025	Incumbent
33-3021.02	1.C.6	Independence	IM	3.70	22	0.1751	3.3316	4.0598	N	08/2025	Incumbent
33-3021.02	1.C.7.a	Innovation	IM	3.12	21	0.1824	2.7386	3.4997	N	08/2025	Incumbent
33-3021.02	1.C.7.b	Analytical Thinking	IM	3.75	22	0.2480	3.2340	4.2653	N	08/2025	Incumbent
33-3021.06	1.C.1.a	Achievement/Effort	IM	4.17	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.1.b	Persistence	IM	4.26	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.1.c	Initiative	IM	4.17	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.2.b	Leadership	IM	3.78	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.3.a	Cooperation	IM	4.22	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.3.b	Concern for Others	IM	3.43	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.3.c	Social Orientation	IM	3.04	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.4.a	Self-Control	IM	3.91	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.4.b	Stress Tolerance	IM	4.26	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.4.c	Adaptability/Flexibility	IM	3.91	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.5.a	Dependability	IM	4.48	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.5.b	Attention to Detail	IM	4.65	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.5.c	Integrity	IM	4.70	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.6	Independence	IM	4.35	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.7.a	Innovation	IM	3.96	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3021.06	1.C.7.b	Analytical Thinking	IM	4.77	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
33-3031.00	1.C.1.a	Achievement/Effort	IM	3.93	32	0.1492	3.6241	4.2328	N	07/2014	Incumbent
33-3031.00	1.C.1.b	Persistence	IM	4.09	32	0.1934	3.6982	4.4871	N	07/2014	Incumbent
33-3031.00	1.C.1.c	Initiative	IM	4.39	32	0.1820	4.0178	4.7601	N	07/2014	Incumbent
33-3031.00	1.C.2.b	Leadership	IM	4.06	32	0.2944	3.4575	4.6584	N	07/2014	Incumbent
33-3031.00	1.C.3.a	Cooperation	IM	4.12	31	0.2654	3.5743	4.6584	N	07/2014	Incumbent
33-3031.00	1.C.3.b	Concern for Others	IM	4.06	31	0.1526	3.7525	4.3758	N	07/2014	Incumbent
33-3031.00	1.C.3.c	Social Orientation	IM	3.08	31	0.1508	2.7680	3.3841	N	07/2014	Incumbent
33-3031.00	1.C.4.a	Self-Control	IM	4.48	31	0.1809	4.1142	4.8530	N	07/2014	Incumbent
33-3031.00	1.C.4.b	Stress Tolerance	IM	4.54	31	0.1103	4.3158	4.7664	N	07/2014	Incumbent
33-3031.00	1.C.4.c	Adaptability/Flexibility	IM	4.50	31	0.1228	4.2523	4.7538	N	07/2014	Incumbent
33-3031.00	1.C.5.a	Dependability	IM	4.58	31	0.0961	4.3846	4.7773	N	07/2014	Incumbent
33-3031.00	1.C.5.b	Attention to Detail	IM	4.51	31	0.1109	4.2793	4.7322	N	07/2014	Incumbent
33-3031.00	1.C.5.c	Integrity	IM	4.85	32	0.0670	4.7131	4.9863	N	07/2014	Incumbent
33-3031.00	1.C.6	Independence	IM	4.52	32	0.1436	4.2257	4.8114	N	07/2014	Incumbent
33-3031.00	1.C.7.a	Innovation	IM	3.74	32	0.1747	3.3886	4.1010	N	07/2014	Incumbent
33-3031.00	1.C.7.b	Analytical Thinking	IM	3.68	32	0.2299	3.2156	4.1533	N	07/2014	Incumbent
33-3041.00	1.C.1.a	Achievement/Effort	IM	3.44	28	0.2653	2.8980	3.9866	N	07/2016	Incumbent
33-3041.00	1.C.1.b	Persistence	IM	3.39	28	0.2750	2.8301	3.9588	N	07/2016	Incumbent
33-3041.00	1.C.1.c	Initiative	IM	3.29	28	0.3898	2.4941	4.0935	N	07/2016	Incumbent
33-3041.00	1.C.2.b	Leadership	IM	2.80	28	0.1835	2.4249	3.1779	N	07/2016	Incumbent
33-3041.00	1.C.3.a	Cooperation	IM	3.70	28	0.1422	3.4117	3.9952	N	07/2016	Incumbent
33-3041.00	1.C.3.b	Concern for Others	IM	3.69	28	0.1397	3.4033	3.9764	N	07/2016	Incumbent
33-3041.00	1.C.3.c	Social Orientation	IM	3.30	28	0.4425	2.3956	4.2114	N	07/2016	Incumbent
33-3041.00	1.C.4.a	Self-Control	IM	4.56	28	0.2616	4.0206	5.0000	N	07/2016	Incumbent
33-3041.00	1.C.4.b	Stress Tolerance	IM	4.33	28	0.3908	3.5247	5.0000	N	07/2016	Incumbent
33-3041.00	1.C.4.c	Adaptability/Flexibility	IM	4.10	27	0.1972	3.6994	4.5100	N	07/2016	Incumbent
33-3041.00	1.C.5.a	Dependability	IM	4.23	28	0.2024	3.8127	4.6433	N	07/2016	Incumbent
33-3041.00	1.C.5.b	Attention to Detail	IM	4.30	28	0.1880	3.9169	4.6884	N	07/2016	Incumbent
33-3041.00	1.C.5.c	Integrity	IM	4.51	28	0.2558	3.9835	5.0000	N	07/2016	Incumbent
33-3041.00	1.C.6	Independence	IM	4.39	28	0.2474	3.8865	4.9016	N	07/2016	Incumbent
33-3041.00	1.C.7.a	Innovation	IM	3.44	28	0.3282	2.7704	4.1172	N	07/2016	Incumbent
33-3041.00	1.C.7.b	Analytical Thinking	IM	3.34	28	0.1603	3.0108	3.6686	N	07/2016	Incumbent
33-3051.00	1.C.1.a	Achievement/Effort	IM	4.02	72	0.1230	3.7796	4.2701	N	08/2022	Incumbent
33-3051.00	1.C.1.b	Persistence	IM	4.32	72	0.0804	4.1619	4.4823	N	08/2022	Incumbent
33-3051.00	1.C.1.c	Initiative	IM	4.35	72	0.0907	4.1662	4.5278	N	08/2022	Incumbent
33-3051.00	1.C.2.b	Leadership	IM	4.56	72	0.0921	4.3738	4.7413	N	08/2022	Incumbent
33-3051.00	1.C.3.a	Cooperation	IM	4.37	72	0.0871	4.1962	4.5437	N	08/2022	Incumbent
33-3051.00	1.C.3.b	Concern for Others	IM	4.47	71	0.0952	4.2797	4.6595	N	08/2022	Incumbent
33-3051.00	1.C.3.c	Social Orientation	IM	3.96	72	0.1471	3.6669	4.2535	N	08/2022	Incumbent
33-3051.00	1.C.4.a	Self-Control	IM	4.77	72	0.0789	4.6170	4.9315	N	08/2022	Incumbent
33-3051.00	1.C.4.b	Stress Tolerance	IM	4.72	72	0.0653	4.5900	4.8504	N	08/2022	Incumbent
33-3051.00	1.C.4.c	Adaptability/Flexibility	IM	4.24	72	0.0946	4.0559	4.4332	N	08/2022	Incumbent
33-3051.00	1.C.5.a	Dependability	IM	4.78	72	0.0732	4.6355	4.9274	N	08/2022	Incumbent
33-3051.00	1.C.5.b	Attention to Detail	IM	4.65	72	0.0573	4.5389	4.7674	N	08/2022	Incumbent
33-3051.00	1.C.5.c	Integrity	IM	4.90	72	0.0490	4.8019	4.9975	N	08/2022	Incumbent
33-3051.00	1.C.6	Independence	IM	4.21	72	0.1224	3.9625	4.4508	N	08/2022	Incumbent
33-3051.00	1.C.7.a	Innovation	IM	3.22	72	0.1291	2.9660	3.4810	N	08/2022	Incumbent
33-3051.00	1.C.7.b	Analytical Thinking	IM	3.91	72	0.1215	3.6673	4.1517	N	08/2022	Incumbent
33-3051.04	1.C.1.a	Achievement/Effort	IM	3.56	31	0.2070	3.1401	3.9854	N	07/2012	Incumbent
33-3051.04	1.C.1.b	Persistence	IM	3.78	31	0.1744	3.4281	4.1405	N	07/2012	Incumbent
33-3051.04	1.C.1.c	Initiative	IM	3.54	30	0.2255	3.0758	3.9981	N	07/2012	Incumbent
33-3051.04	1.C.2.b	Leadership	IM	3.43	31	0.2081	3.0008	3.8508	N	07/2012	Incumbent
33-3051.04	1.C.3.a	Cooperation	IM	3.86	31	0.1917	3.4673	4.2503	N	07/2012	Incumbent
33-3051.04	1.C.3.b	Concern for Others	IM	3.61	31	0.1921	3.2167	4.0012	N	07/2012	Incumbent
33-3051.04	1.C.3.c	Social Orientation	IM	3.53	31	0.1726	3.1800	3.8850	N	07/2012	Incumbent
33-3051.04	1.C.4.a	Self-Control	IM	4.50	31	0.1936	4.1094	4.9000	N	07/2012	Incumbent
33-3051.04	1.C.4.b	Stress Tolerance	IM	4.34	31	0.2293	3.8693	4.8059	N	07/2012	Incumbent
33-3051.04	1.C.4.c	Adaptability/Flexibility	IM	4.22	31	0.1644	3.8823	4.5540	N	07/2012	Incumbent
33-3051.04	1.C.5.a	Dependability	IM	4.36	31	0.1732	4.0071	4.7146	N	07/2012	Incumbent
33-3051.04	1.C.5.b	Attention to Detail	IM	4.20	31	0.1930	3.8014	4.5898	N	07/2012	Incumbent
33-3051.04	1.C.5.c	Integrity	IM	4.87	31	0.1059	4.6493	5.0000	N	07/2012	Incumbent
33-3051.04	1.C.6	Independence	IM	3.61	31	0.2072	3.1867	4.0329	N	07/2012	Incumbent
33-3051.04	1.C.7.a	Innovation	IM	2.97	31	0.2196	2.5213	3.4184	N	07/2012	Incumbent
33-3051.04	1.C.7.b	Analytical Thinking	IM	3.84	31	0.1394	3.5520	4.1215	N	07/2012	Incumbent
33-3052.00	1.C.1.a	Achievement/Effort	IM	3.73	37	0.1113	3.5037	3.9552	N	07/2017	Incumbent
33-3052.00	1.C.1.b	Persistence	IM	3.98	37	0.2106	3.5490	4.4033	N	07/2017	Incumbent
33-3052.00	1.C.1.c	Initiative	IM	4.36	37	0.1707	4.0095	4.7018	N	07/2017	Incumbent
33-3052.00	1.C.2.b	Leadership	IM	4.58	37	0.0999	4.3748	4.7802	N	07/2017	Incumbent
33-3052.00	1.C.3.a	Cooperation	IM	4.26	37	0.0718	4.1109	4.4020	N	07/2017	Incumbent
33-3052.00	1.C.3.b	Concern for Others	IM	4.19	37	0.1009	3.9853	4.3946	N	07/2017	Incumbent
33-3052.00	1.C.3.c	Social Orientation	IM	3.64	37	0.2245	3.1821	4.0926	N	07/2017	Incumbent
33-3052.00	1.C.4.a	Self-Control	IM	4.83	37	0.0567	4.7190	4.9489	N	07/2017	Incumbent
33-3052.00	1.C.4.b	Stress Tolerance	IM	4.83	37	0.0554	4.7151	4.9398	N	07/2017	Incumbent
33-3052.00	1.C.4.c	Adaptability/Flexibility	IM	4.34	37	0.1928	3.9505	4.7325	N	07/2017	Incumbent
33-3052.00	1.C.5.a	Dependability	IM	4.76	37	0.0814	4.5992	4.9295	N	07/2017	Incumbent
33-3052.00	1.C.5.b	Attention to Detail	IM	4.34	37	0.2070	3.9161	4.7556	N	07/2017	Incumbent
33-3052.00	1.C.5.c	Integrity	IM	4.82	37	0.0571	4.6993	4.9308	N	07/2017	Incumbent
33-3052.00	1.C.6	Independence	IM	4.12	37	0.0976	3.9213	4.3173	N	07/2017	Incumbent
33-3052.00	1.C.7.a	Innovation	IM	3.32	37	0.1654	2.9873	3.6582	N	07/2017	Incumbent
33-3052.00	1.C.7.b	Analytical Thinking	IM	4.03	37	0.1379	3.7530	4.3123	N	07/2017	Incumbent
33-9011.00	1.C.1.a	Achievement/Effort	IM	3.73	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.1.b	Persistence	IM	4.08	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.1.c	Initiative	IM	4.15	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.2.b	Leadership	IM	3.46	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.3.a	Cooperation	IM	4.31	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.3.b	Concern for Others	IM	4.19	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.3.c	Social Orientation	IM	3.31	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.4.a	Self-Control	IM	4.77	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.4.b	Stress Tolerance	IM	4.77	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.4.c	Adaptability/Flexibility	IM	4.27	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.5.a	Dependability	IM	4.46	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.5.b	Attention to Detail	IM	4.31	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.5.c	Integrity	IM	4.62	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.6	Independence	IM	4.31	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.7.a	Innovation	IM	3.27	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9011.00	1.C.7.b	Analytical Thinking	IM	3.69	26	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
33-9021.00	1.C.1.a	Achievement/Effort	IM	3.89	28	0.2333	3.4148	4.3721	N	07/2015	Incumbent
33-9021.00	1.C.1.b	Persistence	IM	4.29	29	0.1470	3.9911	4.5935	N	07/2015	Incumbent
33-9021.00	1.C.1.c	Initiative	IM	4.36	29	0.1667	4.0225	4.7056	N	07/2015	Incumbent
33-9021.00	1.C.2.b	Leadership	IM	3.28	29	0.3123	2.6386	3.9182	N	07/2015	Incumbent
33-9021.00	1.C.3.a	Cooperation	IM	3.92	30	0.2132	3.4835	4.3556	N	07/2015	Incumbent
33-9021.00	1.C.3.b	Concern for Others	IM	3.28	30	0.2762	2.7169	3.8468	N	07/2015	Incumbent
33-9021.00	1.C.3.c	Social Orientation	IM	2.99	29	0.3432	2.2849	3.6908	N	07/2015	Incumbent
33-9021.00	1.C.4.a	Self-Control	IM	4.27	30	0.1853	3.8906	4.6487	N	07/2015	Incumbent
33-9021.00	1.C.4.b	Stress Tolerance	IM	4.21	29	0.1648	3.8769	4.5520	N	07/2015	Incumbent
33-9021.00	1.C.4.c	Adaptability/Flexibility	IM	4.14	30	0.2086	3.7119	4.5653	N	07/2015	Incumbent
33-9021.00	1.C.5.a	Dependability	IM	4.58	30	0.1083	4.3590	4.8022	N	07/2015	Incumbent
33-9021.00	1.C.5.b	Attention to Detail	IM	4.67	30	0.1719	4.3168	5.0000	N	07/2015	Incumbent
33-9021.00	1.C.5.c	Integrity	IM	4.92	29	0.0519	4.8110	5.0000	N	07/2015	Incumbent
33-9021.00	1.C.6	Independence	IM	4.35	30	0.1375	4.0644	4.6269	N	07/2015	Incumbent
33-9021.00	1.C.7.a	Innovation	IM	3.64	30	0.2101	3.2080	4.0674	N	07/2015	Incumbent
33-9021.00	1.C.7.b	Analytical Thinking	IM	4.16	30	0.2004	3.7463	4.5660	N	07/2015	Incumbent
33-9031.00	1.C.1.a	Achievement/Effort	IM	3.50	31	0.3912	2.7019	4.2996	N	08/2019	Incumbent
33-9031.00	1.C.1.b	Persistence	IM	3.62	31	0.3411	2.9276	4.3208	N	08/2019	Incumbent
33-9031.00	1.C.1.c	Initiative	IM	3.77	31	0.1668	3.4264	4.1076	N	08/2019	Incumbent
33-9031.00	1.C.2.b	Leadership	IM	3.74	31	0.2968	3.1294	4.3417	N	08/2019	Incumbent
33-9031.00	1.C.3.a	Cooperation	IM	4.47	31	0.1845	4.0916	4.8452	N	08/2019	Incumbent
33-9031.00	1.C.3.b	Concern for Others	IM	3.85	31	0.1752	3.4941	4.2096	N	08/2019	Incumbent
33-9031.00	1.C.3.c	Social Orientation	IM	3.74	31	0.3969	2.9318	4.5528	N	08/2019	Incumbent
33-9031.00	1.C.4.a	Self-Control	IM	4.13	31	0.1959	3.7331	4.5332	N	08/2019	Incumbent
33-9031.00	1.C.4.b	Stress Tolerance	IM	4.23	31	0.2557	3.7040	4.7485	N	08/2019	Incumbent
33-9031.00	1.C.4.c	Adaptability/Flexibility	IM	3.82	31	0.4232	2.9574	4.6861	N	08/2019	Incumbent
33-9031.00	1.C.5.a	Dependability	IM	4.20	31	0.3202	3.5439	4.8518	N	08/2019	Incumbent
33-9031.00	1.C.5.b	Attention to Detail	IM	4.36	31	0.2461	3.8610	4.8661	N	08/2019	Incumbent
33-9031.00	1.C.5.c	Integrity	IM	4.58	31	0.1597	4.2541	4.9066	N	08/2019	Incumbent
33-9031.00	1.C.6	Independence	IM	3.79	31	0.2069	3.3654	4.2105	N	08/2019	Incumbent
33-9031.00	1.C.7.a	Innovation	IM	2.81	31	0.2516	2.3006	3.3282	N	08/2019	Incumbent
33-9031.00	1.C.7.b	Analytical Thinking	IM	3.80	31	0.2021	3.3904	4.2159	N	08/2019	Incumbent
33-9032.00	1.C.1.a	Achievement/Effort	IM	3.92	17	0.1949	3.5113	4.3377	N	08/2023	Incumbent
33-9032.00	1.C.1.b	Persistence	IM	3.96	17	0.1855	3.5659	4.3522	N	08/2023	Incumbent
33-9032.00	1.C.1.c	Initiative	IM	4.18	17	0.3173	3.5049	4.8504	N	08/2023	Incumbent
33-9032.00	1.C.2.b	Leadership	IM	4.30	17	0.2653	3.7404	4.8651	N	08/2023	Incumbent
33-9032.00	1.C.3.a	Cooperation	IM	4.70	17	0.1120	4.4670	4.9416	N	08/2023	Incumbent
33-9032.00	1.C.3.b	Concern for Others	IM	4.70	17	0.1142	4.4531	4.9372	N	08/2023	Incumbent
33-9032.00	1.C.3.c	Social Orientation	IM	4.23	17	0.3155	3.5625	4.9001	N	08/2023	Incumbent
33-9032.00	1.C.4.a	Self-Control	IM	4.76	17	0.0920	4.5617	4.9518	N	08/2023	Incumbent
33-9032.00	1.C.4.b	Stress Tolerance	IM	4.50	17	0.1910	4.0902	4.9000	N	08/2023	Incumbent
33-9032.00	1.C.4.c	Adaptability/Flexibility	IM	4.34	17	0.1646	3.9957	4.6935	N	08/2023	Incumbent
33-9032.00	1.C.5.a	Dependability	IM	4.75	17	0.1267	4.4787	5.0000	N	08/2023	Incumbent
33-9032.00	1.C.5.b	Attention to Detail	IM	4.60	17	0.1592	4.2577	4.9326	N	08/2023	Incumbent
33-9032.00	1.C.5.c	Integrity	IM	4.78	17	0.1255	4.5157	5.0000	N	08/2023	Incumbent
33-9032.00	1.C.6	Independence	IM	4.48	17	0.1974	4.0627	4.8997	N	08/2023	Incumbent
33-9032.00	1.C.7.a	Innovation	IM	4.12	17	0.3292	3.4266	4.8225	N	08/2023	Incumbent
33-9032.00	1.C.7.b	Analytical Thinking	IM	4.06	16	0.3531	3.3113	4.8165	N	08/2023	Incumbent
33-9091.00	1.C.1.a	Achievement/Effort	IM	2.71	36	0.3077	2.0873	3.3365	N	07/2016	Incumbent
33-9091.00	1.C.1.b	Persistence	IM	3.23	36	0.2537	2.7143	3.7442	N	07/2016	Incumbent
33-9091.00	1.C.1.c	Initiative	IM	3.42	36	0.2216	2.9732	3.8729	N	07/2016	Incumbent
33-9091.00	1.C.2.b	Leadership	IM	3.35	36	0.1818	2.9775	3.7158	N	07/2016	Incumbent
33-9091.00	1.C.3.a	Cooperation	IM	4.25	36	0.1866	3.8726	4.6302	N	07/2016	Incumbent
